207,182,445,322,0
49,266,512,382,0
19,113,489,317,0
165,24,453,384,0
71,108,423,244,0
189,1,427,384,0
1,38,472,192,0
159,99,398,384,0
171,1,309,352,0
187,1,443,383,0
128,98,363,298,0
120,3,512,351,0
59,86,446,292,0
105,61,379,384,0
117,43,405,313,0
76,179,440,384,0
45,128,450,260,0
145,76,487,384,0
201,113,306,221,0
4,98,382,313,0
85,4,511,329,0
1,42,512,216,0
74,1,355,384,0
54,72,330,237,0
253,103,510,384,0
1,52,512,273,0
1,1,326,375,0
53,1,437,259,0
1,79,458,287,0
18,144,512,292,0
146,1,511,383,0
215,123,325,229,0
32,64,512,255,0
177,3,512,382,0
72,82,315,296,0
140,88,512,285,0
132,1,420,310,0
175,114,318,260,0
175,49,508,384,0
153,168,511,384,0
96,68,401,259,0
192,77,363,382,0
1,124,383,304,0
53,56,366,384,0
4,5,510,380,0
172,129,333,244,0
114,104,326,259,0
1,1,317,366,0
60,1,468,384,0
1,102,512,343,0
137,48,353,342,0
2,119,512,348,0
177,1,373,384,0
106,66,313,218,0
28,91,424,384,0
1,75,512,203,0
106,118,308,274,0
39,37,375,327,0
1,100,512,353,0
52,112,482,257,0
124,33,379,292,0
203,1,472,384,0
99,125,510,335,0
5,7,511,382,0
2,2,403,383,0
168,101,450,383,0
171,73,358,384,0
97,53,290,199,0
136,74,396,314,0
79,134,379,235,0
113,92,455,384,0
1,17,306,329,0
191,38,511,384,0
1,1,407,221,0
53,155,404,261,0
19,65,336,359,0
172,59,435,300,0
145,35,410,331,0
2,59,496,290,0
149,120,315,286,0
102,100,414,271,0
183,124,477,256,0
163,127,358,324,0
1,1,422,384,0
162,140,311,286,0
1,1,512,292,0
1,92,465,325,0
123,130,288,219,0
2,110,427,384,0
24,163,511,331,0
49,130,282,272,0
14,188,467,303,0
160,99,285,228,0
140,119,281,257,0
149,1,512,295,0
46,43,462,311,0
82,42,427,384,0
82,113,297,243,0
128,78,276,285,0
255,1,512,258,0
36,103,508,384,0
1,107,402,383,0
122,133,283,243,0
1,1,512,347,0
145,85,320,250,0
77,110,315,235,0
65,36,417,377,0
139,20,345,321,0
221,123,399,384,0
116,21,399,361,0
6,1,487,383,0
70,98,280,276,0
132,7,448,384,0
52,1,507,363,0
80,123,498,383,0
107,48,395,307,0
119,116,390,273,0
56,119,290,278,0
89,28,268,354,0
76,72,414,330,0
80,113,380,261,0
30,73,430,275,0
53,92,298,225,0
8,4,436,384,0
105,86,366,279,0
48,90,326,238,0
143,162,346,272,0
217,176,307,267,0
190,69,328,330,0
131,71,366,306,0
66,142,366,254,0
78,103,311,261,0
76,86,414,264,0
52,1,437,384,0
196,134,406,384,0
85,156,273,236,0
210,58,329,319,0
142,142,407,269,0
151,149,349,273,0
47,158,300,236,0
108,120,419,253,0
156,157,465,384,0
95,141,332,290,0
212,109,332,241,0
85,136,444,295,0
71,11,509,384,0
100,133,350,247,0
100,12,250,384,0
91,86,437,343,0
168,7,443,204,0
2,179,231,284,0
156,146,338,384,0
102,97,342,265,0
68,144,299,232,0
144,4,301,231,0
220,164,511,269,0
198,148,305,245,0
268,136,511,384,0
122,187,283,384,0
264,112,512,240,0
241,1,445,383,0
7,125,401,279,0
77,66,403,326,0
33,172,292,300,0
4,129,367,335,0
57,123,458,294,0
61,167,411,340,0
125,123,471,381,0
71,137,405,274,0
64,70,338,290,0
190,181,320,384,0
208,143,367,384,0
37,286,482,384,0
38,26,433,162,0
2,265,350,384,0
227,56,354,266,0
1,171,366,360,0
56,178,372,316,0
39,65,439,309,0
125,115,511,380,0
99,124,455,384,0
235,187,383,384,0
1,171,291,341,0
119,67,486,384,0
196,73,438,384,0
5,195,302,376,0
12,60,491,212,0
2,3,418,352,0
4,63,486,266,0
143,42,427,382,0
161,1,338,351,0
159,11,359,384,0
7,116,446,244,0
142,28,396,384,0
1,83,372,317,0
251,1,469,375,0
195,178,354,384,0
91,119,512,296,0
64,1,201,268,0
223,130,326,193,0
17,330,112,384,0
1,7,512,269,0
126,1,405,325,0
1,1,332,384,0
202,151,331,270,0
109,42,391,313,0
159,100,464,384,0
154,131,502,384,0
164,192,429,382,0
170,70,383,379,0
7,119,385,383,0
144,73,337,264,0
171,79,382,351,0
190,1,446,384,0
2,1,331,384,0
240,7,479,384,0
219,56,446,382,0
104,95,508,384,0
51,53,311,306,0
95,96,374,319,0
57,92,426,384,0
79,61,349,330,0
134,2,411,178,0
75,51,511,208,0
133,117,299,250,0
225,82,354,384,0
215,34,409,383,0
2,54,497,255,0
73,5,394,314,0
41,111,510,290,0
191,115,363,248,0
47,120,438,239,0
54,24,479,247,0
1,25,349,305,0
42,16,421,379,0
121,6,507,380,0
30,51,358,362,0
5,132,461,379,0
28,124,508,324,0
3,3,377,383,0
2,28,376,384,0
1,40,286,308,0
73,105,440,384,0
41,4,505,382,0
20,144,475,270,0
113,3,511,382,0
1,119,509,338,0
151,105,511,380,0
31,126,428,273,0
131,4,340,381,0
56,137,413,382,0
1,105,281,381,0
74,57,511,378,0
115,97,309,246,0
64,4,511,323,0
1,90,494,304,0
185,5,413,384,0
204,60,418,384,0
104,17,510,384,0
150,92,363,383,0
131,60,391,307,0
34,26,460,304,0
195,4,409,355,0
2,1,512,382,0
168,100,481,383,0
69,48,422,284,0
91,8,352,277,0
95,122,356,254,0
196,129,304,223,0
20,55,433,317,0
113,7,511,384,0
109,1,511,330,0
114,1,461,384,0
179,67,461,384,0
182,138,325,258,0
204,16,430,382,0
151,1,511,383,0
16,169,293,384,0
30,79,474,264,0
117,181,442,384,0
13,1,447,362,0
192,78,511,382,0
3,3,511,245,0
97,58,375,359,0
146,130,360,384,0
29,125,446,267,0
107,3,511,272,0
69,13,426,334,0
1,1,512,383,0
211,79,511,372,0
2,3,512,298,0
163,110,492,384,0
64,78,511,292,0
100,51,423,384,0
116,55,336,327,0
33,160,510,316,0
11,4,510,384,0
149,5,346,275,0
231,80,476,382,0
92,135,509,306,0
227,54,416,384,0
36,137,507,384,0
29,122,483,251,0
45,105,511,265,0
91,63,442,384,0
42,109,445,257,0
177,1,355,344,0
8,55,511,307,0
129,104,511,313,0
65,119,511,375,0
50,1,435,384,0
169,158,486,384,0
1,3,399,368,0
63,129,448,384,0
158,120,311,256,0
1,22,512,307,0
212,112,462,384,0
96,17,467,375,0
9,87,486,290,0
141,3,445,384,0
190,130,506,384,0
42,71,417,338,0
181,2,452,384,0
124,37,458,384,0
63,83,473,315,0
12,136,500,379,0
54,24,497,368,0
111,29,424,316,0
196,69,500,383,0
1,1,328,323,0
90,150,511,332,0
184,16,512,322,0
1,47,475,328,0
118,74,384,326,0
4,88,465,296,0
120,109,370,277,0
12,1,510,384,0
221,1,511,380,0
3,4,510,381,0
137,36,494,382,0
98,176,507,384,0
224,92,372,240,0
197,2,395,384,0
62,73,503,310,0
51,13,512,265,0
1,83,512,313,0
104,61,459,309,0
163,76,399,347,0
47,154,511,382,0
2,1,468,382,0
34,37,466,338,0
28,124,462,295,0
38,21,361,302,0
81,133,425,226,0
63,133,475,382,0
124,30,512,364,0
163,85,293,381,0
74,66,336,324,0
2,6,466,375,0
1,62,512,383,0
168,34,511,245,0
121,98,317,236,0
18,26,512,345,0
134,1,272,285,0
120,50,415,326,0
114,149,511,370,0
68,61,348,304,0
80,70,364,346,0
167,108,511,348,0
19,28,446,384,0
175,80,394,381,0
5,54,509,267,0
89,96,479,384,0
152,59,511,381,0
62,71,511,320,0
13,1,491,384,0
154,1,388,384,0
132,111,511,261,0
71,134,415,273,0
1,1,366,312,0
22,90,463,240,0
184,4,494,277,0
106,136,423,384,0
17,22,512,375,0
122,135,509,384,0
193,113,301,212,0
1,87,511,283,0
25,103,488,235,0
193,51,452,296,0
1,78,284,326,0
232,89,438,262,0
141,101,511,367,0
2,104,503,384,0
2,34,511,354,0
215,74,459,382,0
167,113,365,308,0
114,58,352,287,0
3,1,377,384,0
39,109,512,304,0
154,107,508,384,0
164,33,417,373,0
143,1,442,200,0
68,104,427,277,0
27,135,401,235,0
1,1,378,326,0
1,21,326,336,0
221,80,511,381,0
2,33,512,291,0
100,138,511,351,0
153,155,367,384,0
156,86,509,384,0
28,3,401,312,0
225,3,450,313,0
113,129,377,300,0
11,160,509,384,0
152,3,331,384,0
224,2,399,332,0
188,133,418,384,0
74,166,283,329,0
36,64,266,297,0
182,63,311,384,0
82,122,392,276,0
76,87,511,384,0
114,1,508,384,0
134,146,310,304,0
1,1,509,384,0
1,6,509,384,0
212,1,504,321,0
141,157,493,384,0
155,157,443,384,0
118,11,392,379,0
7,115,511,380,0
1,120,511,374,0
119,46,371,278,0
1,49,431,384,0
129,1,480,348,0
170,1,426,384,0
127,168,511,298,0
3,1,378,384,0
78,16,346,351,0
192,119,398,260,0
174,99,349,245,0
87,60,459,267,0
1,1,352,301,0
135,7,445,384,0
128,4,339,266,0
146,134,277,269,0
1,1,380,309,0
1,158,389,264,0
41,76,508,382,0
183,133,405,384,0
8,70,354,336,0
225,158,451,384,0
177,1,493,383,0
1,6,391,309,0
197,8,464,384,0
197,58,511,383,0
183,1,388,384,0
166,122,508,384,0
193,61,322,285,0
178,4,511,245,0
135,25,511,382,0
3,1,511,380,0
188,49,395,384,0
137,115,383,382,0
72,34,509,384,0
2,76,408,275,0
43,97,511,379,0
88,1,471,380,0
31,126,328,258,0
154,52,447,384,0
3,116,492,384,0
174,10,394,350,0
127,62,512,382,0
159,91,512,329,0
186,139,281,224,0
36,93,413,307,0
178,62,410,283,0
65,1,511,327,0
5,69,512,218,0
213,5,426,341,0
142,173,357,384,0
1,3,432,333,0
41,102,447,293,0
192,3,401,336,0
19,63,511,209,0
139,97,465,321,0
3,2,512,382,0
113,98,503,384,0
150,123,449,311,0
62,83,432,212,0
90,50,428,352,0
80,74,395,346,0
135,2,358,384,0
217,109,511,384,0
105,57,384,325,0
1,55,510,212,0
235,186,398,384,0
49,139,398,263,0
170,63,348,384,0
257,2,504,384,0
103,2,421,384,0
141,56,512,382,0
3,2,312,281,1
242,6,501,377,1
90,18,431,343,1
168,112,487,352,1
161,75,357,327,1
114,102,376,300,1
188,1,453,259,1
68,82,509,382,1
121,111,454,384,1
94,54,352,316,1
4,48,509,382,1
242,2,510,316,1
23,2,507,370,1
25,111,378,362,1
73,1,512,376,1
109,53,509,384,1
185,66,512,383,1
4,51,504,382,1
8,3,512,236,1
143,107,366,329,1
100,19,437,357,1
37,4,485,361,1
144,54,382,291,1
7,118,512,380,1
6,27,512,379,1
88,114,503,384,1
125,93,365,320,1
137,1,512,323,1
137,115,351,272,1
81,108,465,265,1
2,1,455,383,1
119,1,455,325,1
152,2,346,382,1
114,80,331,384,1
250,45,512,384,1
151,75,443,384,1
168,109,363,305,1
28,34,512,332,1
187,43,478,334,1
90,77,512,381,1
106,105,512,384,1
172,175,438,384,1
75,116,512,329,1
134,74,406,345,1
226,1,512,384,1
150,22,512,381,1
117,8,419,312,1
185,2,512,384,1
117,2,501,384,1
68,96,478,382,1
2,75,501,384,1
139,55,432,311,1
112,98,400,384,1
105,42,465,331,1
175,146,276,243,1
157,116,299,277,1
72,140,410,337,1
76,140,453,264,1
3,1,491,377,1
173,152,286,241,1
54,86,512,368,1
125,104,333,284,1
189,132,284,228,1
192,75,299,270,1
29,1,463,275,1
182,57,446,321,1
174,131,341,251,1
35,52,510,384,1
177,111,314,266,1
161,1,473,366,1
1,1,512,384,1
